CALL_TIME,lang,mainOption,subOption,IVRPosition,existingFault,suspendedAsset,dataLimitExceed,extraGBAdded,validAccount,outstanding,selectedQueue,enteredQueue,isAnswered,queue_time,talk_time,total_time,Column1,queue+talk,time_less_100,time_less_200,time_less_300,time_less_500,time_greater_500,CALL_DATE,CALL_TIME_ONLY,mainOption_clean,subOption_clean,Combination
2026-05-13 23:59:00,S,7.0,,S7,NO,NO,NO,NO,True,6467.85,S7,YES,YES,273,85,447,,358,False,False,False,True,False,2026-05-13,23:59:00,7,Null,7 + Null
2026-05-13 23:59:00,S,4.0,extragb,S4112,NO,NO,NO,NO,True,2979.45,S41,NO,NO,0,0,60,,0,True,True,True,True,False,2026-05-13,23:59:00,4,extragb,4 + extragb
2026-05-13 23:59:00,S,1.0,,S1,NO,NO,NO,NO,True,-84.53,S1,YES,YES,225,172,480,,397,False,False,False,True,False,2026-05-13,23:59:00,1,Null,1 + Null
2026-05-13 23:59:00,S,1.0,,SLty1,NO,NO,NO,NO,False,,S1,YES,NO,0,0,129,,0,False,True,True,True,False,2026-05-13,23:59:00,1,Null,1 + Null
2026-05-13 23:59:00,S,,,S,NO,NO,NO,NO,False,,,NO,NO,0,0,74,,0,True,True,True,True,False,2026-05-13,23:59:00,Null,Null,Null + Null
2026-05-13 23:59:00,S,2.0,peotv,S21,NO,YES,NO,NO,True,-435.55,S2,YES,YES,291,43,405,,334,False,False,False,True,False,2026-05-13,23:59:00,2,peotv,2 + peotv
2026-05-13 23:59:00,S,4.0,extragb,S4112,NO,NO,NO,NO,True,8515.52,S41,NO,NO,0,0,65,,0,True,True,True,True,False,2026-05-13,23:59:00,4,extragb,4 + extragb
2026-05-13 23:59:00,T,,,T,NO,NO,NO,NO,False,,,NO,NO,0,0,10,,0,True,True,True,True,False,2026-05-13,23:59:00,Null,Null,Null + Null
2026-05-13 23:58:00,S,2.0,voice,MOBITEL_S23,NO,NO,NO,NO,True,1136.81,S2,NO,NO,0,0,124,,0,False,True,True,True,False,2026-05-13,23:58:00,2,voice,2 + voice
2026-05-13 23:58:00,S,4.0,extragb,S41i,NO,NO,NO,NO,False,,S41,YES,NO,0,0,136,,0,False,True,True,True,False,2026-05-13,23:58:00,4,extragb,4 + extragb
2026-05-13 23:58:00,S,2.0,broadband,S22,NO,NO,NO,NO,True,-5090.17,S2,YES,YES,229,101,416,,330,False,False,False,True,False,2026-05-13,23:58:00,2,broadband,2 + broadband
2026-05-13 23:58:00,S,4.0,extragb,S411,NO,NO,NO,NO,True,19567.94,S41,NO,NO,0,0,34,,0,True,True,True,True,False,2026-05-13,23:58:00,4,extragb,4 + extragb
2026-05-13 23:58:00,S,2.0,broadband,MOBITEL_S221,NO,YES,NO,NO,True,4991.15,S2,YES,YES,244,42,381,,286,False,False,False,True,False,2026-05-13,23:58:00,2,broadband,2 + broadband
2026-05-13 23:58:00,S,,,S,NO,NO,NO,NO,False,,,NO,NO,0,0,444,,0,False,False,False,True,False,2026-05-13,23:58:00,Null,Null,Null + Null
2026-05-13 23:58:00,S,3.0,,S3,NO,NO,NO,NO,True,-14.39,S3,NO,NO,0,0,89,,0,True,True,True,True,False,2026-05-13,23:58:00,3,Null,3 + Null
2026-05-13 23:58:00,S,4.0,extragb,S4111,NO,NO,NO,YES,True,2988.46,S41,NO,NO,0,0,53,,0,True,True,True,True,False,2026-05-13,23:58:00,4,extragb,4 + extragb
2026-05-13 23:58:00,S,4.0,extragb,S411,NO,NO,NO,NO,True,19567.94,S41,NO,NO,0,0,26,,0,True,True,True,True,False,2026-05-13,23:58:00,4,extragb,4 + extragb
2026-05-13 23:57:00,S,7.0,,S7,NO,NO,NO,NO,True,2886.31,S7,YES,NO,0,0,133,,0,False,True,True,True,False,2026-05-13,23:57:00,7,Null,7 + Null
2026-05-13 23:57:00,S,2.0,broadband,S221,NO,YES,NO,NO,True,18216.77,S2,YES,YES,204,88,354,,292,False,False,False,True,False,2026-05-13,23:57:00,2,broadband,2 + broadband
2026-05-13 23:57:00,S,4.0,extragb,S4111,NO,NO,NO,YES,True,29428.83,S41,NO,NO,0,0,35,,0,True,True,True,True,False,2026-05-13,23:57:00,4,extragb,4 + extragb
2026-05-13 23:57:00,S,4.0,addon,S41211,NO,NO,YES,YES,True,2143459.83,S41,NO,NO,0,0,129,,0,False,True,True,True,False,2026-05-13,23:57:00,4,addon,4 + addon
2026-05-13 23:57:00,S,4.0,extragb,S411,NO,NO,NO,NO,True,2640.14,S41,YES,YES,209,55,312,,264,False,False,False,True,False,2026-05-13,23:57:00,4,extragb,4 + extragb
2026-05-13 23:57:00,T,,,T,NO,NO,NO,NO,False,,,NO,NO,0,0,246,,0,False,False,True,True,False,2026-05-13,23:57:00,Null,Null,Null + Null
2026-05-13 23:57:00,T,7.0,,MOBITEL_T7,NO,NO,NO,NO,False,,T7,YES,YES,0,20,139,,20,False,True,True,True,False,2026-05-13,23:57:00,7,Null,7 + Null
2026-05-13 23:57:00,S,7.0,,S7,NO,NO,NO,NO,True,11568.52,S7,YES,NO,0,0,306,,0,False,False,False,True,False,2026-05-13,23:57:00,7,Null,7 + Null
2026-05-13 23:57:00,S,2.0,peotv,S211,NO,YES,NO,NO,True,3043.58,S2,YES,YES,208,52,388,,260,False,False,False,True,False,2026-05-13,23:57:00,2,peotv,2 + peotv
2026-05-13 23:57:00,S,,,S,NO,NO,NO,NO,False,,,NO,NO,0,0,772,,0,False,False,False,False,True,2026-05-13,23:57:00,Null,Null,Null + Null
2026-05-13 23:57:00,S,4.0,extragb,S4112,NO,NO,NO,NO,True,-37.06,S41,NO,NO,0,0,67,,0,True,True,True,True,False,2026-05-13,23:57:00,4,extragb,4 + extragb
2026-05-13 23:57:00,S,4.0,extragb,S4111,NO,NO,NO,YES,True,5625.11,S41,NO,NO,0,0,44,,0,True,True,True,True,False,2026-05-13,23:57:00,4,extragb,4 + extragb
2026-05-13 23:57:00,S,4.0,extragb,S4111,NO,NO,NO,YES,True,14521.03,S41,NO,NO,0,0,92,,0,True,True,True,True,False,2026-05-13,23:57:00,4,extragb,4 + extragb
2026-05-13 23:57:00,S,4.0,extragb,S41t,NO,NO,NO,NO,True,2970.14,S41,YES,NO,0,0,305,,0,False,False,False,True,False,2026-05-13,23:57:00,4,extragb,4 + extragb
2026-05-13 23:57:00,S,,,S,NO,NO,NO,NO,False,,,NO,NO,0,0,184,,0,False,True,True,True,False,2026-05-13,23:57:00,Null,Null,Null + Null
2026-05-13 23:57:00,S,7.0,,S7,NO,NO,NO,NO,True,1603.97,S7,YES,YES,162,179,374,,341,False,False,False,True,False,2026-05-13,23:57:00,7,Null,7 + Null
2026-05-13 23:57:00,S,,,S,NO,NO,NO,NO,False,,,NO,NO,0,0,24,,0,True,True,True,True,False,2026-05-13,23:57:00,Null,Null,Null + Null
2026-05-13 23:56:00,S,2.0,peotv,S21,NO,NO,NO,NO,True,3874.59,S2,YES,YES,222,39,305,,261,False,False,False,True,False,2026-05-13,23:56:00,2,peotv,2 + peotv
2026-05-13 23:56:00,S,2.0,peotv,S211,NO,YES,NO,NO,True,3110.9,S2,YES,YES,190,88,350,,278,False,False,False,True,False,2026-05-13,23:56:00,2,peotv,2 + peotv
2026-05-13 23:56:00,S,,,S,NO,NO,NO,NO,False,,S6,NO,YES,179,117,357,,296,False,False,False,True,False,2026-05-13,23:56:00,Null,Null,Null + Null
2026-05-13 23:56:00,S,2.0,broadband,S22,YES,NO,NO,NO,True,95.42,S2,YES,YES,197,81,362,,278,False,False,False,True,False,2026-05-13,23:56:00,2,broadband,2 + broadband
2026-05-13 23:56:00,S,,,S,NO,NO,NO,NO,False,,,NO,NO,0,0,69,,0,True,True,True,True,False,2026-05-13,23:56:00,Null,Null,Null + Null
2026-05-13 23:56:00,S,4.0,extragb,S4111,NO,NO,NO,YES,True,11549.26,S41,NO,NO,0,0,26,,0,True,True,True,True,False,2026-05-13,23:56:00,4,extragb,4 + extragb
2026-05-13 23:56:00,S,1.0,,S1,NO,NO,NO,NO,True,11830.37,S1,YES,YES,327,501,899,,828,False,False,False,False,True,2026-05-13,23:56:00,1,Null,1 + Null
2026-05-13 23:56:00,S,1.0,,SLty1,NO,NO,NO,NO,False,,S1,YES,YES,162,122,339,,284,False,False,False,True,False,2026-05-13,23:56:00,1,Null,1 + Null
2026-05-13 23:56:00,S,,,S,NO,NO,NO,NO,False,,,NO,NO,0,0,22,,0,True,True,True,True,False,2026-05-13,23:56:00,Null,Null,Null + Null
2026-05-13 23:55:00,T,7.0,,T7,NO,NO,NO,NO,True,2700.84,T7,YES,YES,0,112,251,,112,False,False,True,True,False,2026-05-13,23:55:00,7,Null,7 + Null
2026-05-13 23:55:00,S,,,S,NO,NO,NO,NO,False,,,NO,NO,0,0,24,,0,True,True,True,True,False,2026-05-13,23:55:00,Null,Null,Null + Null
2026-05-13 23:55:00,S,6.0,1,S1,NO,NO,NO,NO,,,ECS,YES,YES,247,249,521,,496,False,False,False,False,True,2026-05-13,23:55:00,6,1,6 + 1
2026-05-13 23:55:00,S,4.0,extragb,S4111,NO,NO,NO,YES,True,18507.92,S41,NO,NO,0,0,33,,0,True,True,True,True,False,2026-05-13,23:55:00,4,extragb,4 + extragb
2026-05-13 23:55:00,S,1.0,,SLty1,NO,NO,NO,NO,False,,S1,YES,YES,195,92,347,,287,False,False,False,True,False,2026-05-13,23:55:00,1,Null,1 + Null
2026-05-13 23:55:00,S,,,MOBITEL_S,NO,NO,NO,NO,False,,,NO,NO,0,0,5,,0,True,True,True,True,False,2026-05-13,23:55:00,Null,Null,Null + Null
2026-05-13 23:54:00,S,4.0,extragb,S4111,NO,NO,NO,YES,True,13198.22,S41,NO,NO,0,0,37,,0,True,True,True,True,False,2026-05-13,23:54:00,4,extragb,4 + extragb
2026-05-13 23:54:00,S,,,S,NO,NO,NO,NO,False,,,NO,NO,0,0,26,,0,True,True,True,True,False,2026-05-13,23:54:00,Null,Null,Null + Null
2026-05-13 23:54:00,S,2.0,peotv,S21,NO,NO,NO,NO,True,-86.6,S2,YES,YES,186,62,359,,248,False,False,False,True,False,2026-05-13,23:54:00,2,peotv,2 + peotv
2026-05-13 23:54:00,S,3.0,,S3,NO,NO,NO,NO,True,79.24,S3,YES,NO,0,0,160,,0,False,True,True,True,False,2026-05-13,23:54:00,3,Null,3 + Null
2026-05-13 23:54:00,S,7.0,,S7,NO,NO,NO,NO,True,25261.8,S7,YES,NO,0,0,130,,0,False,True,True,True,False,2026-05-13,23:54:00,7,Null,7 + Null
2026-05-13 23:54:00,T,2.0,,MOBITEL_T2,NO,NO,NO,NO,False,,T2,NO,NO,0,0,96,,0,True,True,True,True,False,2026-05-13,23:54:00,2,Null,2 + Null
2026-05-13 23:54:00,S,7.0,,S7,NO,NO,NO,NO,True,8457.67,S7,YES,YES,234,120,450,,354,False,False,False,True,False,2026-05-13,23:54:00,7,Null,7 + Null
2026-05-13 23:54:00,S,2.0,broadband,S221,NO,YES,NO,NO,True,7257.12,S2,YES,NO,0,0,181,,0,False,True,True,True,False,2026-05-13,23:54:00,2,broadband,2 + broadband
2026-05-13 23:53:00,S,1.0,,SLty1,NO,NO,NO,NO,False,,S1,YES,YES,284,229,561,,513,False,False,False,False,True,2026-05-13,23:53:00,1,Null,1 + Null
2026-05-13 23:53:00,S,4.0,extragb,S4112,NO,NO,NO,NO,True,-1.54,S41,NO,NO,0,0,52,,0,True,True,True,True,False,2026-05-13,23:53:00,4,extragb,4 + extragb
2026-05-13 23:53:00,S,2.0,peotv,S21,NO,NO,NO,NO,True,0.58,S2,YES,YES,234,120,427,,354,False,False,False,True,False,2026-05-13,23:53:00,2,peotv,2 + peotv
2026-05-13 23:53:00,S,2.0,broadband,S221,NO,YES,NO,NO,True,6277.58,S2,YES,YES,244,69,411,,313,False,False,False,True,False,2026-05-13,23:53:00,2,broadband,2 + broadband
2026-05-13 23:53:00,S,3.0,,S3,NO,NO,NO,NO,True,51903.63,S3,YES,YES,168,43,272,,211,False,False,True,True,False,2026-05-13,23:53:00,3,Null,3 + Null
2026-05-13 23:53:00,E,4.0,extragb,MOBITEL_E4112,NO,NO,NO,NO,True,3536.84,E41,NO,NO,0,0,39,,0,True,True,True,True,False,2026-05-13,23:53:00,4,extragb,4 + extragb
2026-05-13 23:53:00,E,,,E,NO,NO,NO,NO,False,,,NO,NO,0,0,49,,0,True,True,True,True,False,2026-05-13,23:53:00,Null,Null,Null + Null
2026-05-13 23:52:00,S,3.0,,S3,NO,NO,NO,NO,True,17713.43,S3,YES,YES,238,86,361,,324,False,False,False,True,False,2026-05-13,23:52:00,3,Null,3 + Null
2026-05-13 23:52:00,S,2.0,peotv,S21,NO,YES,NO,NO,True,2813.66,S2,NO,NO,0,0,96,,0,True,True,True,True,False,2026-05-13,23:52:00,2,peotv,2 + peotv
2026-05-13 23:52:00,S,2.0,peotv,S21,NO,NO,NO,NO,True,-1897.21,S2,YES,NO,0,0,126,,0,False,True,True,True,False,2026-05-13,23:52:00,2,peotv,2 + peotv
2026-05-13 23:52:00,S,2.0,peotv,S211,NO,YES,NO,NO,True,9018.18,S2,YES,YES,268,88,461,,356,False,False,False,True,False,2026-05-13,23:52:00,2,peotv,2 + peotv
2026-05-13 23:52:00,S,4.0,extragb,S4111,NO,NO,NO,YES,True,7441.1,S41,NO,NO,0,0,29,,0,True,True,True,True,False,2026-05-13,23:52:00,4,extragb,4 + extragb
2026-05-13 23:52:00,S,2.0,peotv,S21,NO,NO,NO,NO,True,5328.31,S2,YES,NO,0,0,277,,0,False,False,True,True,False,2026-05-13,23:52:00,2,peotv,2 + peotv
2026-05-13 23:52:00,S,1.0,,MOBITEL_SLty1,NO,NO,NO,NO,False,,S1,YES,YES,260,37,332,,297,False,False,False,True,False,2026-05-13,23:52:00,1,Null,1 + Null
2026-05-13 23:51:00,S,4.0,extragb,S411,NO,NO,NO,NO,True,15967.0,S41,NO,NO,0,0,33,,0,True,True,True,True,False,2026-05-13,23:51:00,4,extragb,4 + extragb
2026-05-13 23:51:00,S,2.0,voice,S23,NO,NO,NO,NO,True,-5090.17,S2,NO,NO,0,0,163,,0,False,True,True,True,False,2026-05-13,23:51:00,2,voice,2 + voice
2026-05-13 23:51:00,S,,,S,NO,NO,NO,NO,False,,,NO,NO,0,0,134,,0,False,True,True,True,False,2026-05-13,23:51:00,Null,Null,Null + Null
2026-05-13 23:51:00,S,4.0,extragb,MOBITEL_S4111,NO,NO,NO,YES,True,166.46,S41,NO,NO,0,0,79,,0,True,True,True,True,False,2026-05-13,23:51:00,4,extragb,4 + extragb
2026-05-13 23:51:00,S,4.0,extragb,S411,NO,NO,NO,NO,True,15967.0,S41,NO,NO,0,0,34,,0,True,True,True,True,False,2026-05-13,23:51:00,4,extragb,4 + extragb
2026-05-13 23:51:00,S,3.0,,S3,NO,NO,NO,NO,True,4689.69,S3,YES,YES,355,132,573,,487,False,False,False,False,True,2026-05-13,23:51:00,3,Null,3 + Null
2026-05-13 23:51:00,S,3.0,,S3,NO,NO,NO,NO,True,13710.85,S3,YES,YES,289,61,418,,350,False,False,False,True,False,2026-05-13,23:51:00,3,Null,3 + Null
2026-05-13 23:50:00,S,3.0,,S3,NO,NO,NO,NO,True,13982.23,S3,YES,YES,321,172,594,,493,False,False,False,False,True,2026-05-13,23:50:00,3,Null,3 + Null
2026-05-13 23:50:00,E,1.0,,MOBITEL_ELty1,NO,NO,NO,NO,False,,E1,YES,YES,49,18,103,,67,False,True,True,True,False,2026-05-13,23:50:00,1,Null,1 + Null
2026-05-13 23:50:00,S,2.0,broadband,S22,NO,YES,NO,NO,True,7257.12,S2,NO,NO,0,0,119,,0,False,True,True,True,False,2026-05-13,23:50:00,2,broadband,2 + broadband
2026-05-13 23:50:00,S,3.0,,S3,NO,NO,NO,NO,True,3110.9,S3,YES,NO,0,0,129,,0,False,True,True,True,False,2026-05-13,23:50:00,3,Null,3 + Null
2026-05-13 23:50:00,S,,,S,NO,NO,NO,NO,False,,,NO,NO,0,0,22,,0,True,True,True,True,False,2026-05-13,23:50:00,Null,Null,Null + Null
2026-05-13 23:50:00,S,,,S,NO,NO,NO,NO,False,,,NO,NO,0,0,349,,0,False,False,False,True,False,2026-05-13,23:50:00,Null,Null,Null + Null
2026-05-13 23:50:00,S,3.0,,S3,NO,NO,NO,NO,True,1603.97,S3,NO,NO,0,0,74,,0,True,True,True,True,False,2026-05-13,23:50:00,3,Null,3 + Null
2026-05-13 23:50:00,S,,,S,NO,NO,NO,NO,False,,,NO,NO,0,0,23,,0,True,True,True,True,False,2026-05-13,23:50:00,Null,Null,Null + Null
2026-05-13 23:50:00,S,4.0,extragb,S41t,NO,NO,NO,NO,True,7248.58,S41,YES,NO,0,0,404,,0,False,False,False,True,False,2026-05-13,23:50:00,4,extragb,4 + extragb
2026-05-13 23:50:00,S,3.0,,MOBITEL_S3,NO,NO,NO,NO,True,3020.98,S3,YES,YES,347,155,561,,502,False,False,False,False,True,2026-05-13,23:50:00,3,Null,3 + Null
2026-05-13 23:50:00,S,4.0,extragb,S4111,NO,NO,NO,NO,True,5878.96,S41,NO,NO,0,0,31,,0,True,True,True,True,False,2026-05-13,23:50:00,4,extragb,4 + extragb
2026-05-13 23:50:00,S,,,S,NO,NO,NO,NO,False,,,NO,NO,0,0,131,,0,False,True,True,True,False,2026-05-13,23:50:00,Null,Null,Null + Null
2026-05-13 23:50:00,S,3.0,,S3,NO,NO,NO,NO,True,4184.9,S3,NO,NO,0,0,49,,0,True,True,True,True,False,2026-05-13,23:50:00,3,Null,3 + Null
2026-05-13 23:49:00,S,,,MOBITEL_S,NO,NO,NO,NO,False,,,NO,NO,0,0,7,,0,True,True,True,True,False,2026-05-13,23:49:00,Null,Null,Null + Null
2026-05-13 23:49:00,S,2.0,peotv,S211,NO,YES,NO,NO,True,3706.32,S2,YES,YES,317,54,464,,371,False,False,False,True,False,2026-05-13,23:49:00,2,peotv,2 + peotv
2026-05-13 23:49:00,S,2.0,broadband,MOBITEL_S22,NO,NO,NO,NO,True,0.0,S2,YES,NO,0,0,350,,0,False,False,False,True,False,2026-05-13,23:49:00,2,broadband,2 + broadband
2026-05-13 23:49:00,S,,,S,NO,NO,NO,NO,False,,,NO,NO,0,0,407,,0,False,False,False,True,False,2026-05-13,23:49:00,Null,Null,Null + Null
2026-05-13 23:49:00,S,,,S,NO,NO,NO,NO,False,,,NO,NO,0,0,28,,0,True,True,True,True,False,2026-05-13,23:49:00,Null,Null,Null + Null
2026-05-13 23:49:00,S,7.0,,S7,NO,NO,NO,NO,True,8227.89,S7,YES,YES,368,162,601,,530,False,False,False,False,True,2026-05-13,23:49:00,7,Null,7 + Null
2026-05-13 23:49:00,S,2.0,peotv,S21,NO,NO,NO,NO,True,11690.76,S2,YES,YES,382,113,550,,495,False,False,False,False,True,2026-05-13,23:49:00,2,peotv,2 + peotv
2026-05-13 23:49:00,T,,,T,NO,NO,NO,NO,False,,,NO,NO,0,0,27,,0,True,True,True,True,False,2026-05-13,23:49:00,Null,Null,Null + Null
2026-05-13 23:49:00,S,3.0,,S3,NO,NO,NO,NO,True,-23.0,S3,NO,NO,0,0,75,,0,True,True,True,True,False,2026-05-13,23:49:00,3,Null,3 + Null
2026-05-13 23:49:00,S,2.0,peotv,MOBITEL_S21,NO,YES,NO,NO,True,-9.7,S2,YES,NO,0,0,185,,0,False,True,True,True,False,2026-05-13,23:49:00,2,peotv,2 + peotv
2026-05-13 23:49:00,S,,,S,NO,NO,NO,NO,False,,,NO,NO,0,0,251,,0,False,False,True,True,False,2026-05-13,23:49:00,Null,Null,Null + Null
2026-05-13 23:49:00,S,2.0,peotv,S21,NO,YES,NO,NO,True,1773.22,S2,YES,NO,0,0,339,,0,False,False,False,True,False,2026-05-13,23:49:00,2,peotv,2 + peotv
2026-05-13 23:49:00,S,3.0,,S3,NO,NO,NO,NO,True,1603.97,S3,YES,NO,0,0,153,,0,False,True,True,True,False,2026-05-13,23:49:00,3,Null,3 + Null
2026-05-13 23:49:00,S,4.0,extragb,S41121,NO,NO,NO,YES,True,8364.72,S41,NO,NO,0,0,132,,0,False,True,True,True,False,2026-05-13,23:49:00,4,extragb,4 + extragb
2026-05-13 23:48:00,S,2.0,broadband,S22,NO,NO,NO,NO,True,4005.13,S2,YES,NO,0,0,192,,0,False,True,True,True,False,2026-05-13,23:48:00,2,broadband,2 + broadband
2026-05-13 23:48:00,S,2.0,broadband,S222,NO,NO,YES,NO,True,-421.45,S2,YES,YES,323,196,645,,519,False,False,False,False,True,2026-05-13,23:48:00,2,broadband,2 + broadband
2026-05-13 23:48:00,S,2.0,peotv,S21,NO,NO,NO,NO,True,0.0,S2,YES,YES,295,327,702,,622,False,False,False,False,True,2026-05-13,23:48:00,2,peotv,2 + peotv
2026-05-13 23:48:00,S,2.0,peotv,S21,NO,NO,NO,NO,True,3429.22,S2,YES,YES,297,278,678,,575,False,False,False,False,True,2026-05-13,23:48:00,2,peotv,2 + peotv
2026-05-13 23:48:00,S,2.0,peotv,S211,NO,YES,NO,NO,True,7086.18,S2,YES,NO,0,0,273,,0,False,False,True,True,False,2026-05-13,23:48:00,2,peotv,2 + peotv
2026-05-13 23:48:00,S,2.0,peotv,S21,NO,NO,NO,NO,True,3123.26,S2,YES,NO,0,0,124,,0,False,True,True,True,False,2026-05-13,23:48:00,2,peotv,2 + peotv
2026-05-13 23:48:00,E,2.0,broadband,E22,NO,NO,NO,NO,True,8454.61,E2,YES,YES,0,132,222,,132,False,False,True,True,False,2026-05-13,23:48:00,2,broadband,2 + broadband
2026-05-13 23:48:00,S,4.0,extragb,S4111,NO,NO,NO,YES,True,-99.77,S41,NO,NO,0,0,47,,0,True,True,True,True,False,2026-05-13,23:48:00,4,extragb,4 + extragb
2026-05-13 23:47:00,S,2.0,broadband,S22,NO,NO,YES,NO,True,-50.7,S2,YES,YES,326,150,569,,476,False,False,False,False,True,2026-05-13,23:47:00,2,broadband,2 + broadband
2026-05-13 23:47:00,S,3.0,,S3,NO,NO,NO,NO,True,2334.06,S3,YES,YES,330,99,570,,429,False,False,False,False,True,2026-05-13,23:47:00,3,Null,3 + Null
2026-05-13 23:47:00,S,3.0,,S3,NO,NO,NO,NO,True,2060.6,S3,YES,NO,0,0,117,,0,False,True,True,True,False,2026-05-13,23:47:00,3,Null,3 + Null
2026-05-13 23:47:00,S,,,S,NO,NO,NO,NO,False,,,NO,NO,0,0,22,,0,True,True,True,True,False,2026-05-13,23:47:00,Null,Null,Null + Null
2026-05-13 23:47:00,S,2.0,other,S2t,NO,NO,NO,NO,True,4688.68,S2,YES,YES,317,128,579,,445,False,False,False,False,True,2026-05-13,23:47:00,2,other,2 + other
2026-05-13 23:47:00,S,2.0,peotv,S211,NO,YES,NO,NO,True,5963.62,S2,YES,YES,234,354,669,,588,False,False,False,False,True,2026-05-13,23:47:00,2,peotv,2 + peotv
2026-05-13 23:47:00,S,2.0,peotv,S21,NO,YES,NO,NO,True,-464.59,S2,YES,NO,0,0,360,,0,False,False,False,True,False,2026-05-13,23:47:00,2,peotv,2 + peotv
2026-05-13 23:46:00,S,7.0,,S7,NO,NO,NO,NO,True,5195.13,S7,YES,YES,310,182,599,,492,False,False,False,False,True,2026-05-13,23:46:00,7,Null,7 + Null
2026-05-13 23:46:00,S,,,S,NO,NO,NO,NO,False,,,NO,NO,0,0,34,,0,True,True,True,True,False,2026-05-13,23:46:00,Null,Null,Null + Null
2026-05-13 23:46:00,S,2.0,peotv,S21,NO,NO,NO,NO,True,771.55,S2,YES,NO,0,0,181,,0,False,True,True,True,False,2026-05-13,23:46:00,2,peotv,2 + peotv
2026-05-13 23:46:00,S,,,MOBITEL_S,NO,NO,NO,NO,False,,,NO,NO,0,0,18,,0,True,True,True,True,False,2026-05-13,23:46:00,Null,Null,Null + Null
2026-05-13 23:46:00,S,,,S,NO,NO,NO,NO,True,1603.97,,NO,NO,0,0,140,,0,False,True,True,True,False,2026-05-13,23:46:00,Null,Null,Null + Null
2026-05-13 23:45:00,S,4.0,extragb,MOBITEL_S4112,NO,NO,NO,NO,True,2297.99,S41,NO,NO,0,0,42,,0,True,True,True,True,False,2026-05-13,23:45:00,4,extragb,4 + extragb
2026-05-13 23:45:00,S,2.0,peotv,S21,NO,NO,NO,NO,True,5943.83,S2,YES,NO,0,0,403,,0,False,False,False,True,False,2026-05-13,23:45:00,2,peotv,2 + peotv
2026-05-13 23:45:00,S,2.0,broadband,S222,NO,NO,YES,NO,True,21073.43,S2,YES,YES,307,70,450,,377,False,False,False,True,False,2026-05-13,23:45:00,2,broadband,2 + broadband
2026-05-13 23:45:00,S,1.0,,SLty1,NO,NO,NO,NO,False,,S1,YES,YES,308,39,409,,347,False,False,False,True,False,2026-05-13,23:45:00,1,Null,1 + Null
2026-05-13 23:45:00,S,7.0,,S,NO,NO,NO,NO,False,,S_LTY,YES,YES,1,56,103,,57,False,True,True,True,False,2026-05-13,23:45:00,7,Null,7 + Null
2026-05-13 23:45:00,S,2.0,peotv,MOBITEL_S21,NO,YES,NO,NO,True,-9.7,S2,YES,NO,0,0,109,,0,False,True,True,True,False,2026-05-13,23:45:00,2,peotv,2 + peotv
2026-05-13 23:45:00,S,,,S,NO,NO,NO,NO,False,,,NO,NO,0,0,160,,0,False,True,True,True,False,2026-05-13,23:45:00,Null,Null,Null + Null
2026-05-13 23:44:00,E,2.0,broadband,E221,NO,NO,YES,NO,True,1325.28,E2,YES,YES,0,140,247,,140,False,False,True,True,False,2026-05-13,23:44:00,2,broadband,2 + broadband
2026-05-13 23:44:00,S,3.0,,S3,NO,NO,NO,NO,True,2060.6,S3,NO,NO,0,0,67,,0,True,True,True,True,False,2026-05-13,23:44:00,3,Null,3 + Null
2026-05-13 23:44:00,S,2.0,voice,S23,NO,NO,NO,NO,True,5176.33,S2,YES,NO,0,0,370,,0,False,False,False,True,False,2026-05-13,23:44:00,2,voice,2 + voice
2026-05-13 23:44:00,S,4.0,extragb,S4111,NO,NO,NO,YES,True,-2467.5,S41,NO,NO,0,0,96,,0,True,True,True,True,False,2026-05-13,23:44:00,4,extragb,4 + extragb
2026-05-13 23:44:00,S,3.0,,S3,NO,NO,NO,NO,True,14988.13,S3,YES,YES,235,164,483,,399,False,False,False,True,False,2026-05-13,23:44:00,3,Null,3 + Null
2026-05-13 23:44:00,S,2.0,broadband,S22,NO,NO,NO,NO,True,8454.61,S2,YES,NO,0,0,179,,0,False,True,True,True,False,2026-05-13,23:44:00,2,broadband,2 + broadband
2026-05-13 23:44:00,S,2.0,voice,S23,NO,NO,NO,NO,True,1019.42,S2,NO,NO,0,0,110,,0,False,True,True,True,False,2026-05-13,23:44:00,2,voice,2 + voice
2026-05-13 23:44:00,S,2.0,peotv,S211,NO,YES,NO,NO,True,4529.83,S2,YES,YES,280,58,419,,338,False,False,False,True,False,2026-05-13,23:44:00,2,peotv,2 + peotv
2026-05-13 23:44:00,S,7.0,,S7,NO,NO,NO,NO,True,3382.15,S7,YES,YES,265,94,425,,359,False,False,False,True,False,2026-05-13,23:44:00,7,Null,7 + Null
2026-05-13 23:43:00,S,2.0,peotv,S21,NO,NO,NO,NO,True,3007.62,S2,YES,NO,0,0,327,,0,False,False,False,True,False,2026-05-13,23:43:00,2,peotv,2 + peotv
2026-05-13 23:43:00,S,2.0,broadband,S22,NO,NO,NO,NO,True,3238.6,S2,YES,YES,383,196,643,,579,False,False,False,False,True,2026-05-13,23:43:00,2,broadband,2 + broadband
2026-05-13 23:43:00,S,2.0,peotv,S21,NO,NO,NO,NO,True,-1184.03,S2,YES,YES,292,44,428,,336,False,False,False,True,False,2026-05-13,23:43:00,2,peotv,2 + peotv
