CALL_TIME,lang,mainOption,subOption,IVRPosition,existingFault,suspendedAsset,dataLimitExceed,extraGBAdded,validAccount,outstanding,selectedQueue,enteredQueue,isAnswered,queue_time,talk_time,total_time,Column1,queue+talk,time_less_100,time_less_200,time_less_300,time_less_500,time_greater_500,CALL_DATE,CALL_TIME_ONLY,mainOption_clean,subOption_clean,Combination
2026-05-13 22:48:00,S,,,S,NO,NO,NO,NO,False,,,NO,NO,0,0,73,,0,True,True,True,True,False,2026-05-13,22:48:00,Null,Null,Null + Null
2026-05-13 22:48:00,S,4.0,extragb,S4111,NO,NO,NO,YES,True,16230.92,S41,NO,NO,0,0,56,,0,True,True,True,True,False,2026-05-13,22:48:00,4,extragb,4 + extragb
2026-05-13 22:48:00,S,3.0,,S3,NO,NO,NO,NO,True,1608.64,S3,YES,NO,0,0,817,,0,False,False,False,False,True,2026-05-13,22:48:00,3,Null,3 + Null
2026-05-13 22:48:00,S,,,S,NO,NO,NO,NO,False,,,NO,NO,0,0,58,,0,True,True,True,True,False,2026-05-13,22:48:00,Null,Null,Null + Null
2026-05-13 22:48:00,S,2.0,broadband,S222,NO,NO,YES,NO,True,4355.81,S2,YES,YES,949,262,1364,,1211,False,False,False,False,True,2026-05-13,22:48:00,2,broadband,2 + broadband
2026-05-13 22:48:00,S,2.0,peotv,S21,NO,NO,NO,NO,True,5228.05,S2,NO,NO,0,0,48,,0,True,True,True,True,False,2026-05-13,22:48:00,2,peotv,2 + peotv
2026-05-13 22:48:00,S,,,S,NO,NO,NO,NO,False,,,NO,NO,0,0,34,,0,True,True,True,True,False,2026-05-13,22:48:00,Null,Null,Null + Null
2026-05-13 22:48:00,S,,,S,NO,NO,NO,NO,False,,,NO,NO,0,0,24,,0,True,True,True,True,False,2026-05-13,22:48:00,Null,Null,Null + Null
2026-05-13 22:48:00,S,2.0,peotv,S21,NO,YES,NO,NO,True,-6.46,S2,YES,NO,0,0,126,,0,False,True,True,True,False,2026-05-13,22:48:00,2,peotv,2 + peotv
2026-05-13 22:48:00,S,1.0,,S1,NO,NO,NO,NO,True,249.69,S1,YES,NO,0,0,132,,0,False,True,True,True,False,2026-05-13,22:48:00,1,Null,1 + Null
2026-05-13 22:48:00,S,7.0,,S7,NO,NO,NO,NO,True,25261.8,S7,YES,NO,0,0,205,,0,False,False,True,True,False,2026-05-13,22:48:00,7,Null,7 + Null
2026-05-13 22:48:00,S,3.0,,S3,NO,NO,NO,NO,True,8177.24,S3,NO,NO,0,0,83,,0,True,True,True,True,False,2026-05-13,22:48:00,3,Null,3 + Null
2026-05-13 22:48:00,S,,,S,NO,NO,NO,NO,False,,,NO,NO,0,0,135,,0,False,True,True,True,False,2026-05-13,22:48:00,Null,Null,Null + Null
2026-05-13 22:48:00,S,4.0,extragb,S4111,NO,NO,NO,YES,True,12780.31,S41,NO,NO,0,0,37,,0,True,True,True,True,False,2026-05-13,22:48:00,4,extragb,4 + extragb
2026-05-13 22:48:00,S,2.0,peotv,S21,NO,NO,NO,NO,True,-1069.17,S2,YES,YES,934,140,1182,,1074,False,False,False,False,True,2026-05-13,22:48:00,2,peotv,2 + peotv
2026-05-13 22:48:00,S,2.0,peotv,S21,YES,NO,NO,NO,True,21.59,S2,YES,NO,0,0,170,,0,False,True,True,True,False,2026-05-13,22:48:00,2,peotv,2 + peotv
2026-05-13 22:48:00,S,2.0,peotv,S21,NO,NO,NO,NO,True,2397.73,S2,YES,NO,0,0,103,,0,False,True,True,True,False,2026-05-13,22:48:00,2,peotv,2 + peotv
2026-05-13 22:48:00,S,2.0,peotv,S21,NO,YES,NO,NO,True,-372.85,S2,YES,NO,0,0,237,,0,False,False,True,True,False,2026-05-13,22:48:00,2,peotv,2 + peotv
2026-05-13 22:47:00,E,2.0,peotv,E21,NO,NO,NO,NO,True,-174.56,E2,YES,YES,72,75,216,,147,False,False,True,True,False,2026-05-13,22:47:00,2,peotv,2 + peotv
2026-05-13 22:47:00,S,2.0,peotv,S21,NO,NO,NO,NO,True,4256.17,S2,YES,YES,960,54,1114,,1014,False,False,False,False,True,2026-05-13,22:47:00,2,peotv,2 + peotv
2026-05-13 22:47:00,S,7.0,,S7,NO,NO,NO,NO,True,5865.06,S7,YES,NO,0,0,498,,0,False,False,False,True,False,2026-05-13,22:47:00,7,Null,7 + Null
2026-05-13 22:47:00,S,2.0,peotv,S21,NO,NO,NO,NO,True,-1.89,S2,YES,NO,0,0,986,,0,False,False,False,False,True,2026-05-13,22:47:00,2,peotv,2 + peotv
2026-05-13 22:47:00,S,2.0,peotv,S211,NO,YES,NO,NO,True,2739.11,S2,YES,NO,0,0,220,,0,False,False,True,True,False,2026-05-13,22:47:00,2,peotv,2 + peotv
2026-05-13 22:47:00,S,2.0,peotv,S21,YES,NO,NO,NO,True,7313.61,S2,NO,NO,0,0,141,,0,False,True,True,True,False,2026-05-13,22:47:00,2,peotv,2 + peotv
2026-05-13 22:47:00,E,2.0,peotv,E21,YES,NO,NO,NO,True,0.0,E2,NO,NO,0,0,57,,0,True,True,True,True,False,2026-05-13,22:47:00,2,peotv,2 + peotv
2026-05-13 22:47:00,S,2.0,voice,S23,NO,NO,NO,NO,True,1.76,S2,NO,NO,0,0,136,,0,False,True,True,True,False,2026-05-13,22:47:00,2,voice,2 + voice
2026-05-13 22:47:00,S,2.0,peotv,S21,NO,NO,NO,NO,True,0.0,S2,YES,NO,0,0,392,,0,False,False,False,True,False,2026-05-13,22:47:00,2,peotv,2 + peotv
2026-05-13 22:47:00,S,2.0,peotv,S21,NO,NO,NO,NO,True,-19.14,S2,YES,NO,0,0,359,,0,False,False,False,True,False,2026-05-13,22:47:00,2,peotv,2 + peotv
2026-05-13 22:47:00,T,3.0,,T3,NO,NO,NO,NO,True,1894.96,T3,YES,NO,0,0,195,,0,False,True,True,True,False,2026-05-13,22:47:00,3,Null,3 + Null
2026-05-13 22:47:00,S,7.0,,S7,NO,NO,NO,NO,True,13850.65,S7,YES,YES,960,49,1065,,1009,False,False,False,False,True,2026-05-13,22:47:00,7,Null,7 + Null
2026-05-13 22:47:00,S,1.0,,S1,NO,NO,NO,NO,True,458.94,S1,YES,NO,0,0,94,,0,True,True,True,True,False,2026-05-13,22:47:00,1,Null,1 + Null
2026-05-13 22:47:00,E,7.0,,E7,NO,NO,NO,NO,True,8482.41,E7,YES,YES,139,131,344,,270,False,False,False,True,False,2026-05-13,22:47:00,7,Null,7 + Null
2026-05-13 22:47:00,S,2.0,peotv,S21,NO,NO,NO,NO,True,5071.52,S2,YES,NO,0,0,103,,0,False,True,True,True,False,2026-05-13,22:47:00,2,peotv,2 + peotv
2026-05-13 22:47:00,S,2.0,peotv,S21,NO,YES,NO,NO,True,-15.06,S2,YES,YES,907,141,1134,,1048,False,False,False,False,True,2026-05-13,22:47:00,2,peotv,2 + peotv
2026-05-13 22:47:00,S,,,S,NO,NO,NO,NO,False,,,NO,NO,0,0,21,,0,True,True,True,True,False,2026-05-13,22:47:00,Null,Null,Null + Null
2026-05-13 22:47:00,S,2.0,,S2,NO,NO,NO,NO,True,6263.91,S2,NO,NO,0,0,53,,0,True,True,True,True,False,2026-05-13,22:47:00,2,Null,2 + Null
2026-05-13 22:47:00,S,2.0,peotv,S21,NO,YES,NO,NO,True,12.11,S2,YES,NO,0,0,638,,0,False,False,False,False,True,2026-05-13,22:47:00,2,peotv,2 + peotv
2026-05-13 22:47:00,S,,,S,NO,NO,NO,NO,False,,,NO,NO,0,0,50,,0,True,True,True,True,False,2026-05-13,22:47:00,Null,Null,Null + Null
2026-05-13 22:47:00,S,2.0,peotv,S21,NO,YES,NO,NO,True,289.05,S2,YES,NO,0,0,170,,0,False,True,True,True,False,2026-05-13,22:47:00,2,peotv,2 + peotv
2026-05-13 22:47:00,S,3.0,,S3,NO,NO,NO,NO,True,18330.69,S3,YES,NO,0,0,262,,0,False,False,True,True,False,2026-05-13,22:47:00,3,Null,3 + Null
2026-05-13 22:47:00,S,2.0,,S2,NO,NO,NO,NO,True,2180.7,S2,NO,NO,0,0,29,,0,True,True,True,True,False,2026-05-13,22:47:00,2,Null,2 + Null
2026-05-13 22:47:00,S,3.0,,S3,NO,NO,NO,NO,True,-34.72,S3,YES,YES,946,47,1024,,993,False,False,False,False,True,2026-05-13,22:47:00,3,Null,3 + Null
2026-05-13 22:47:00,S,3.0,,S3,NO,NO,NO,NO,True,-234.03,S3,YES,NO,0,0,743,,0,False,False,False,False,True,2026-05-13,22:47:00,3,Null,3 + Null
2026-05-13 22:47:00,S,1.0,,SLty1,NO,NO,NO,NO,False,,S1,YES,NO,0,0,865,,0,False,False,False,False,True,2026-05-13,22:47:00,1,Null,1 + Null
2026-05-13 22:47:00,S,2.0,peotv,S21,NO,NO,NO,NO,True,0.0,S2,YES,NO,0,0,243,,0,False,False,True,True,False,2026-05-13,22:47:00,2,peotv,2 + peotv
2026-05-13 22:47:00,E,3.0,,E3,NO,NO,NO,NO,True,2334.97,E3,NO,NO,0,0,91,,0,True,True,True,True,False,2026-05-13,22:47:00,3,Null,3 + Null
2026-05-13 22:47:00,S,2.0,peotv,S21,NO,NO,NO,NO,True,6973.86,S2,YES,NO,0,0,333,,0,False,False,False,True,False,2026-05-13,22:47:00,2,peotv,2 + peotv
2026-05-13 22:47:00,S,2.0,peotv,MOBITEL_S21,NO,YES,NO,NO,True,-299.8,S2,YES,NO,0,0,419,,0,False,False,False,True,False,2026-05-13,22:47:00,2,peotv,2 + peotv
2026-05-13 22:47:00,S,,,S,NO,NO,NO,NO,False,,,NO,NO,0,0,473,,0,False,False,False,True,False,2026-05-13,22:47:00,Null,Null,Null + Null
2026-05-13 22:47:00,T,,,T,NO,NO,NO,NO,False,,,NO,NO,0,0,33,,0,True,True,True,True,False,2026-05-13,22:47:00,Null,Null,Null + Null
2026-05-13 22:47:00,E,4.0,extragb,E4112,NO,NO,NO,NO,True,7814.13,E41,NO,NO,0,0,29,,0,True,True,True,True,False,2026-05-13,22:47:00,4,extragb,4 + extragb
2026-05-13 22:47:00,S,7.0,,S7,NO,NO,NO,NO,True,4700.56,S7,YES,NO,0,0,631,,0,False,False,False,False,True,2026-05-13,22:47:00,7,Null,7 + Null
2026-05-13 22:47:00,S,,,MOBITEL_S,NO,NO,NO,NO,False,,,NO,NO,0,0,17,,0,True,True,True,True,False,2026-05-13,22:47:00,Null,Null,Null + Null
2026-05-13 22:47:00,S,1.0,,S1,NO,NO,NO,NO,True,9446.74,S1,YES,NO,0,0,768,,0,False,False,False,False,True,2026-05-13,22:47:00,1,Null,1 + Null
2026-05-13 22:47:00,S,2.0,peotv,S21,NO,NO,NO,NO,True,10275.58,S2,YES,NO,0,0,198,,0,False,True,True,True,False,2026-05-13,22:47:00,2,peotv,2 + peotv
2026-05-13 22:47:00,S,2.0,peotv,MOBITEL_S21,NO,YES,NO,NO,True,-196.49,S2,YES,YES,948,181,1203,,1129,False,False,False,False,True,2026-05-13,22:47:00,2,peotv,2 + peotv
2026-05-13 22:47:00,S,,,S,NO,NO,NO,NO,False,,,NO,NO,0,0,25,,0,True,True,True,True,False,2026-05-13,22:47:00,Null,Null,Null + Null
2026-05-13 22:47:00,S,4.0,extragb,S41121,NO,NO,NO,YES,True,12403.75,S41,NO,NO,0,0,63,,0,True,True,True,True,False,2026-05-13,22:47:00,4,extragb,4 + extragb
2026-05-13 22:46:00,S,2.0,peotv,S21,NO,NO,NO,NO,True,3540.94,S2,YES,YES,967,35,1059,,1002,False,False,False,False,True,2026-05-13,22:46:00,2,peotv,2 + peotv
2026-05-13 22:46:00,S,7.0,,S7,NO,NO,NO,NO,True,11005.13,S7,YES,NO,0,0,200,,0,False,False,True,True,False,2026-05-13,22:46:00,7,Null,7 + Null
2026-05-13 22:46:00,S,2.0,peotv,S21,NO,YES,NO,NO,True,3873.62,S2,NO,NO,0,0,109,,0,False,True,True,True,False,2026-05-13,22:46:00,2,peotv,2 + peotv
2026-05-13 22:46:00,S,4.0,extragb,S4111,NO,NO,NO,NO,True,6933.92,S41,YES,NO,0,0,543,,0,False,False,False,False,True,2026-05-13,22:46:00,4,extragb,4 + extragb
2026-05-13 22:46:00,S,4.0,extragb,S4112,NO,NO,NO,NO,True,25.21,S41,YES,YES,959,37,1071,,996,False,False,False,False,True,2026-05-13,22:46:00,4,extragb,4 + extragb
2026-05-13 22:46:00,S,4.0,addon,S41211,NO,NO,YES,YES,True,-5.89,S41,NO,NO,0,0,108,,0,False,True,True,True,False,2026-05-13,22:46:00,4,addon,4 + addon
2026-05-13 22:46:00,S,2.0,peotv,S211,NO,YES,NO,NO,True,4723.29,S2,YES,YES,967,22,1086,,989,False,False,False,False,True,2026-05-13,22:46:00,2,peotv,2 + peotv
2026-05-13 22:46:00,S,3.0,,S3,NO,NO,NO,NO,True,8177.24,S3,NO,NO,0,0,58,,0,True,True,True,True,False,2026-05-13,22:46:00,3,Null,3 + Null
2026-05-13 22:46:00,S,3.0,,S3,NO,NO,NO,NO,True,2296.99,S3,NO,NO,0,0,77,,0,True,True,True,True,False,2026-05-13,22:46:00,3,Null,3 + Null
2026-05-13 22:46:00,S,2.0,other,S24,NO,NO,NO,NO,True,2180.7,S2,YES,NO,0,0,71,,0,True,True,True,True,False,2026-05-13,22:46:00,2,other,2 + other
2026-05-13 22:46:00,S,1.0,,S1,NO,NO,NO,NO,False,,S1,YES,YES,886,301,1327,,1187,False,False,False,False,True,2026-05-13,22:46:00,1,Null,1 + Null
2026-05-13 22:46:00,S,3.0,,S3,NO,NO,NO,NO,True,848.2,S3,NO,NO,0,0,105,,0,False,True,True,True,False,2026-05-13,22:46:00,3,Null,3 + Null
2026-05-13 22:46:00,S,2.0,peotv,S21,NO,NO,NO,NO,True,7084.6,S2,YES,NO,0,0,709,,0,False,False,False,False,True,2026-05-13,22:46:00,2,peotv,2 + peotv
2026-05-13 22:46:00,S,4.0,extragb,S4111,NO,NO,NO,YES,True,3744.05,S41,NO,NO,0,0,53,,0,True,True,True,True,False,2026-05-13,22:46:00,4,extragb,4 + extragb
2026-05-13 22:46:00,S,2.0,peotv,S21,NO,YES,NO,NO,True,1074.37,S2,YES,NO,0,0,125,,0,False,True,True,True,False,2026-05-13,22:46:00,2,peotv,2 + peotv
2026-05-13 22:46:00,S,2.0,peotv,S211,NO,YES,NO,NO,True,4049.11,S2,YES,NO,0,0,352,,0,False,False,False,True,False,2026-05-13,22:46:00,2,peotv,2 + peotv
2026-05-13 22:46:00,S,,,S,NO,NO,NO,NO,False,,,NO,NO,0,0,47,,0,True,True,True,True,False,2026-05-13,22:46:00,Null,Null,Null + Null
2026-05-13 22:46:00,S,2.0,peotv,S21,NO,NO,NO,NO,True,4905.7,S2,YES,YES,920,186,1202,,1106,False,False,False,False,True,2026-05-13,22:46:00,2,peotv,2 + peotv
2026-05-13 22:46:00,S,4.0,extragb,S411,NO,NO,NO,NO,True,6027.34,S41,YES,NO,0,0,133,,0,False,True,True,True,False,2026-05-13,22:46:00,4,extragb,4 + extragb
2026-05-13 22:46:00,S,2.0,peotv,S21,NO,YES,NO,NO,True,-743.2,S2,YES,YES,911,69,1028,,980,False,False,False,False,True,2026-05-13,22:46:00,2,peotv,2 + peotv
2026-05-13 22:46:00,E,2.0,broadband,E222,NO,NO,YES,NO,True,-332.59,E2,YES,YES,318,82,465,,400,False,False,False,True,False,2026-05-13,22:46:00,2,broadband,2 + broadband
2026-05-13 22:46:00,S,,,S,NO,NO,NO,NO,False,,,NO,NO,0,0,27,,0,True,True,True,True,False,2026-05-13,22:46:00,Null,Null,Null + Null
2026-05-13 22:46:00,S,4.0,extragb,S4111,NO,NO,NO,YES,True,8979.68,S41,NO,NO,0,0,86,,0,True,True,True,True,False,2026-05-13,22:46:00,4,extragb,4 + extragb
2026-05-13 22:46:00,S,3.0,,S3,NO,NO,NO,NO,True,5189.72,S3,YES,YES,930,100,1144,,1030,False,False,False,False,True,2026-05-13,22:46:00,3,Null,3 + Null
2026-05-13 22:46:00,S,2.0,peotv,S21,NO,NO,NO,NO,True,-666.18,S2,YES,NO,0,0,356,,0,False,False,False,True,False,2026-05-13,22:46:00,2,peotv,2 + peotv
2026-05-13 22:46:00,E,4.0,extragb,E4111,NO,NO,NO,YES,True,3786.49,E41,NO,NO,0,0,58,,0,True,True,True,True,False,2026-05-13,22:46:00,4,extragb,4 + extragb
2026-05-13 22:46:00,S,7.0,,S7,NO,NO,NO,NO,True,3176.23,S7,YES,YES,935,135,1105,,1070,False,False,False,False,True,2026-05-13,22:46:00,7,Null,7 + Null
2026-05-13 22:46:00,S,,,S,NO,NO,NO,NO,True,3429.22,,NO,NO,0,0,192,,0,False,True,True,True,False,2026-05-13,22:46:00,Null,Null,Null + Null
2026-05-13 22:46:00,S,4.0,extragb,S41t,NO,NO,NO,NO,False,,S41,YES,YES,921,88,1125,,1009,False,False,False,False,True,2026-05-13,22:46:00,4,extragb,4 + extragb
2026-05-13 22:46:00,S,,,S,NO,NO,NO,NO,True,11731.15,,NO,NO,0,0,54,,0,True,True,True,True,False,2026-05-13,22:46:00,Null,Null,Null + Null
2026-05-13 22:46:00,S,2.0,peotv,S21,NO,NO,NO,NO,True,2840.36,S2,YES,NO,0,0,164,,0,False,True,True,True,False,2026-05-13,22:46:00,2,peotv,2 + peotv
2026-05-13 22:46:00,E,,,E,NO,NO,NO,NO,False,,,NO,NO,0,0,5,,0,True,True,True,True,False,2026-05-13,22:46:00,Null,Null,Null + Null
2026-05-13 22:46:00,S,4.0,extragb,S4111,NO,NO,NO,YES,True,8426.92,S41,NO,NO,0,0,81,,0,True,True,True,True,False,2026-05-13,22:46:00,4,extragb,4 + extragb
2026-05-13 22:46:00,S,4.0,extragb,S4112,NO,NO,NO,NO,True,5295.28,S41,NO,NO,0,0,33,,0,True,True,True,True,False,2026-05-13,22:46:00,4,extragb,4 + extragb
2026-05-13 22:46:00,S,3.0,,S3,NO,NO,NO,NO,True,6248.72,S3,YES,YES,911,57,1052,,968,False,False,False,False,True,2026-05-13,22:46:00,3,Null,3 + Null
2026-05-13 22:46:00,S,4.0,extragb,S4112,NO,NO,NO,NO,True,-160.36,S41,NO,NO,0,0,69,,0,True,True,True,True,False,2026-05-13,22:46:00,4,extragb,4 + extragb
2026-05-13 22:46:00,S,2.0,peotv,S21,NO,NO,NO,NO,True,3084.63,S2,YES,NO,0,0,315,,0,False,False,False,True,False,2026-05-13,22:46:00,2,peotv,2 + peotv
2026-05-13 22:46:00,S,2.0,voice,S23,NO,NO,NO,NO,True,-101.26,S2,YES,NO,0,0,661,,0,False,False,False,False,True,2026-05-13,22:46:00,2,voice,2 + voice
2026-05-13 22:46:00,S,2.0,peotv,S211,NO,YES,NO,NO,True,4833.71,S2,YES,NO,0,0,135,,0,False,True,True,True,False,2026-05-13,22:46:00,2,peotv,2 + peotv
2026-05-13 22:45:00,S,,,S,NO,NO,NO,NO,False,,,NO,NO,0,0,32,,0,True,True,True,True,False,2026-05-13,22:45:00,Null,Null,Null + Null
2026-05-13 22:45:00,S,7.0,,S7,NO,NO,NO,NO,True,-340.32,S7,YES,NO,0,0,181,,0,False,True,True,True,False,2026-05-13,22:45:00,7,Null,7 + Null
2026-05-13 22:45:00,S,2.0,peotv,S21,NO,YES,NO,NO,True,-0.99,S2,YES,NO,0,0,164,,0,False,True,True,True,False,2026-05-13,22:45:00,2,peotv,2 + peotv
2026-05-13 22:45:00,S,1.0,,S1,NO,NO,NO,NO,True,4255.29,S1,YES,NO,0,0,443,,0,False,False,False,True,False,2026-05-13,22:45:00,1,Null,1 + Null
2026-05-13 22:45:00,S,7.0,,S7,NO,NO,NO,NO,True,-40.64,S7,YES,NO,0,0,126,,0,False,True,True,True,False,2026-05-13,22:45:00,7,Null,7 + Null
2026-05-13 22:45:00,S,4.0,addon,S412,NO,NO,YES,NO,True,9183.23,S41,NO,NO,0,0,39,,0,True,True,True,True,False,2026-05-13,22:45:00,4,addon,4 + addon
2026-05-13 22:45:00,S,,,S,NO,NO,NO,NO,False,,,NO,NO,0,0,30,,0,True,True,True,True,False,2026-05-13,22:45:00,Null,Null,Null + Null
2026-05-13 22:45:00,S,3.0,,S3,NO,NO,NO,NO,True,2952.18,S3,YES,NO,0,0,281,,0,False,False,True,True,False,2026-05-13,22:45:00,3,Null,3 + Null
2026-05-13 22:45:00,S,1.0,,S1,NO,NO,NO,NO,True,-313.11,S1,YES,NO,0,0,268,,0,False,False,True,True,False,2026-05-13,22:45:00,1,Null,1 + Null
2026-05-13 22:45:00,S,2.0,peotv,S21,NO,YES,NO,NO,True,5556.23,S2,NO,NO,0,0,99,,0,True,True,True,True,False,2026-05-13,22:45:00,2,peotv,2 + peotv
2026-05-13 22:45:00,S,3.0,,S3,NO,NO,NO,NO,True,-12500.0,S3,YES,NO,0,0,349,,0,False,False,False,True,False,2026-05-13,22:45:00,3,Null,3 + Null
2026-05-13 22:45:00,S,2.0,peotv,S21,NO,NO,NO,NO,True,-47.15,S2,YES,YES,933,119,1103,,1052,False,False,False,False,True,2026-05-13,22:45:00,2,peotv,2 + peotv
2026-05-13 22:45:00,T,,,T,NO,NO,NO,NO,False,,,NO,NO,0,0,28,,0,True,True,True,True,False,2026-05-13,22:45:00,Null,Null,Null + Null
2026-05-13 22:45:00,S,2.0,peotv,S211,NO,YES,NO,NO,True,2324.19,S2,YES,NO,0,0,949,,0,False,False,False,False,True,2026-05-13,22:45:00,2,peotv,2 + peotv
2026-05-13 22:45:00,S,3.0,,S3,NO,NO,NO,NO,True,1610.67,S3,NO,NO,0,0,111,,0,False,True,True,True,False,2026-05-13,22:45:00,3,Null,3 + Null
2026-05-13 22:45:00,S,,,S,NO,NO,NO,NO,False,,,NO,NO,0,0,39,,0,True,True,True,True,False,2026-05-13,22:45:00,Null,Null,Null + Null
2026-05-13 22:45:00,S,4.0,extragb,S4112,NO,NO,NO,NO,True,7945.1,S41,NO,NO,0,0,69,,0,True,True,True,True,False,2026-05-13,22:45:00,4,extragb,4 + extragb
2026-05-13 22:45:00,S,3.0,,S3,NO,NO,NO,NO,True,4982.05,S3,YES,NO,0,0,110,,0,False,True,True,True,False,2026-05-13,22:45:00,3,Null,3 + Null
2026-05-13 22:45:00,S,,,S,NO,NO,NO,NO,False,,,NO,NO,0,0,24,,0,True,True,True,True,False,2026-05-13,22:45:00,Null,Null,Null + Null
2026-05-13 22:45:00,S,2.0,peotv,S21,NO,NO,NO,NO,True,6148.69,S2,YES,NO,0,0,426,,0,False,False,False,True,False,2026-05-13,22:45:00,2,peotv,2 + peotv
2026-05-13 22:45:00,S,3.0,,S3,NO,NO,NO,NO,True,0.0,S3,YES,NO,0,0,155,,0,False,True,True,True,False,2026-05-13,22:45:00,3,Null,3 + Null
2026-05-13 22:45:00,S,2.0,peotv,S211,NO,YES,NO,NO,True,2180.7,S2,YES,NO,0,0,156,,0,False,True,True,True,False,2026-05-13,22:45:00,2,peotv,2 + peotv
2026-05-13 22:45:00,S,,,S,NO,NO,NO,NO,True,5003.08,,NO,NO,0,0,129,,0,False,True,True,True,False,2026-05-13,22:45:00,Null,Null,Null + Null
2026-05-13 22:45:00,S,,,S,NO,NO,NO,NO,False,,,NO,NO,0,0,55,,0,True,True,True,True,False,2026-05-13,22:45:00,Null,Null,Null + Null
2026-05-13 22:45:00,E,7.0,,E7,NO,NO,NO,NO,True,0.0,E7,YES,YES,286,132,535,,418,False,False,False,False,True,2026-05-13,22:45:00,7,Null,7 + Null
2026-05-13 22:45:00,S,4.0,extragb,S4111,NO,NO,NO,YES,True,6759.19,S41,NO,NO,0,0,70,,0,True,True,True,True,False,2026-05-13,22:45:00,4,extragb,4 + extragb
2026-05-13 22:45:00,S,,,S,NO,NO,NO,NO,False,,,NO,NO,0,0,25,,0,True,True,True,True,False,2026-05-13,22:45:00,Null,Null,Null + Null
2026-05-13 22:45:00,S,3.0,,S3,NO,NO,NO,NO,True,1920.84,S3,YES,YES,913,179,1185,,1092,False,False,False,False,True,2026-05-13,22:45:00,3,Null,3 + Null
2026-05-13 22:45:00,S,,,S,NO,NO,NO,NO,False,,,NO,NO,0,0,184,,0,False,True,True,True,False,2026-05-13,22:45:00,Null,Null,Null + Null
2026-05-13 22:45:00,S,,,S,NO,NO,NO,NO,False,,,NO,NO,0,0,23,,0,True,True,True,True,False,2026-05-13,22:45:00,Null,Null,Null + Null
2026-05-13 22:45:00,S,2.0,peotv,MOBITEL_S21,NO,YES,NO,NO,True,0.0,S2,YES,YES,926,128,1115,,1054,False,False,False,False,True,2026-05-13,22:45:00,2,peotv,2 + peotv
2026-05-13 22:45:00,S,2.0,peotv,S21,NO,YES,NO,NO,True,-36.81,S2,YES,YES,907,149,1121,,1056,False,False,False,False,True,2026-05-13,22:45:00,2,peotv,2 + peotv
2026-05-13 22:45:00,S,2.0,peotv,S21,NO,YES,NO,NO,True,-0.51,S2,YES,NO,0,0,697,,0,False,False,False,False,True,2026-05-13,22:45:00,2,peotv,2 + peotv
2026-05-13 22:45:00,S,,,S,NO,NO,NO,NO,False,,,NO,NO,0,0,81,,0,True,True,True,True,False,2026-05-13,22:45:00,Null,Null,Null + Null
2026-05-13 22:45:00,S,2.0,peotv,S21,YES,NO,NO,NO,True,-90.6,S2,YES,NO,0,0,245,,0,False,False,True,True,False,2026-05-13,22:45:00,2,peotv,2 + peotv
2026-05-13 22:45:00,S,4.0,extragb,S411,NO,NO,NO,NO,True,9183.23,S41,NO,NO,0,0,33,,0,True,True,True,True,False,2026-05-13,22:45:00,4,extragb,4 + extragb
2026-05-13 22:45:00,S,2.0,peotv,S21,NO,NO,NO,NO,True,5520.66,S2,YES,NO,0,0,387,,0,False,False,False,True,False,2026-05-13,22:45:00,2,peotv,2 + peotv
2026-05-13 22:45:00,E,2.0,broadband,E22,NO,NO,NO,NO,True,4952.93,E2,YES,YES,332,462,875,,794,False,False,False,False,True,2026-05-13,22:45:00,2,broadband,2 + broadband
2026-05-13 22:44:00,S,3.0,,S3,NO,NO,NO,NO,True,-207.09,S3,YES,NO,0,0,139,,0,False,True,True,True,False,2026-05-13,22:44:00,3,Null,3 + Null
2026-05-13 22:44:00,S,,,S,NO,NO,NO,NO,False,,,NO,NO,0,0,72,,0,True,True,True,True,False,2026-05-13,22:44:00,Null,Null,Null + Null
2026-05-13 22:44:00,E,,,E,NO,NO,NO,NO,False,,,NO,NO,0,0,59,,0,True,True,True,True,False,2026-05-13,22:44:00,Null,Null,Null + Null
2026-05-13 22:44:00,S,2.0,peotv,S21,NO,NO,NO,NO,True,4154.71,S2,YES,NO,0,0,595,,0,False,False,False,False,True,2026-05-13,22:44:00,2,peotv,2 + peotv
2026-05-13 22:44:00,S,2.0,peotv,S21,NO,NO,NO,NO,True,4154.71,S2,YES,NO,0,0,801,,0,False,False,False,False,True,2026-05-13,22:44:00,2,peotv,2 + peotv
2026-05-13 22:44:00,S,,,S,NO,NO,NO,NO,False,,,NO,NO,0,0,18,,0,True,True,True,True,False,2026-05-13,22:44:00,Null,Null,Null + Null
2026-05-13 22:44:00,S,2.0,peotv,S21,NO,NO,NO,NO,True,-1152.45,S2,YES,NO,0,0,288,,0,False,False,True,True,False,2026-05-13,22:44:00,2,peotv,2 + peotv
2026-05-13 22:44:00,S,7.0,,S7,NO,NO,NO,NO,True,1765.23,S7,YES,NO,0,0,119,,0,False,True,True,True,False,2026-05-13,22:44:00,7,Null,7 + Null
2026-05-13 22:44:00,S,2.0,other,S24,NO,NO,NO,NO,True,5352.0,S2,YES,NO,0,0,452,,0,False,False,False,True,False,2026-05-13,22:44:00,2,other,2 + other
2026-05-13 22:44:00,S,5.0,timeout,S5t,NO,NO,NO,NO,True,25261.8,S5,NO,NO,0,0,38,,0,True,True,True,True,False,2026-05-13,22:44:00,5,timeout,5 + timeout
